plant_type,soil_pct,temperature,humidity,light
snake_plant,41.6,32.4,70.9,55.0
cactus,25.22,32.4,70.9,55.0
money_plant,50.81,32.4,71.0,55.0
snake_plant,40.31,32.4,71.0,55.0
cactus,25.13,32.4,71.0,55.0
money_plant,50.79,32.4,70.8,55.0
snake_plant,42.07,32.4,70.8,55.0
cactus,25.13,32.4,70.8,55.0
money_plant,50.84,32.4,70.6,55.0
snake_plant,42.03,32.4,70.6,55.0
cactus,25.07,32.4,70.6,55.0
money_plant,50.7,32.4,70.6,55.0
snake_plant,42.07,32.4,70.6,55.0
cactus,24.95,32.4,70.6,55.0
money_plant,50.55,32.4,70.6,55.0
snake_plant,41.85,32.4,70.6,55.0
money_plant,50.55,32.4,70.5,55.0
snake_plant,42.38,32.4,70.5,55.0
cactus,24.64,32.4,70.5,55.0
money_plant,50.7,32.4,70.3,55.0
snake_plant,42.03,32.4,70.3,55.0
cactus,24.98,32.4,70.3,55.0
money_plant,50.67,32.4,70.4,55.0
snake_plant,42.16,32.4,70.4,55.0
cactus,25.07,32.4,70.4,55.0
money_plant,50.49,32.4,70.5,55.0
snake_plant,41.94,32.4,70.5,55.0
cactus,24.92,32.4,70.5,55.0
money_plant,50.31,32.4,70.9,55.0
snake_plant,41.91,32.4,70.9,55.0
money_plant,50.16,32.4,70.8,55.0
snake_plant,41.94,32.4,70.8,55.0
cactus,25.07,32.4,70.8,55.0
money_plant,50.25,32.4,70.7,55.0
snake_plant,42.03,32.4,70.7,55.0
cactus,25.22,32.4,70.7,55.0
money_plant,49.84,32.4,70.5,55.0
snake_plant,41.82,32.4,70.5,55.0
cactus,25.07,32.4,70.5,55.0
money_plant,50.04,32.4,70.6,55.0
snake_plant,41.53,32.4,70.6,55.0
cactus,25.25,32.4,70.6,55.0
money_plant,50.04,32.4,70.4,55.0
snake_plant,42.0,32.4,70.4,55.0
cactus,25.13,32.4,70.4,55.0
snake_plant,42.03,32.4,70.5,55.0
cactus,25.49,32.4,70.5,55.0
money_plant,49.99,32.4,70.5,55.0
snake_plant,42.19,32.4,70.5,55.0
cactus,25.61,32.4,70.5,55.0
money_plant,49.69,32.4,70.7,55.0
snake_plant,41.91,32.4,70.7,55.0
cactus,25.4,32.4,70.7,55.0
money_plant,49.75,32.3,71.2,55.0
snake_plant,41.88,32.3,71.2,55.0
cactus,25.68,32.3,71.2,55.0
money_plant,49.36,32.3,71.8,55.0
snake_plant,42.0,32.3,71.8,55.0
cactus,25.71,32.3,71.8,55.0
money_plant,49.33,32.2,72.1,55.0
snake_plant,41.94,32.2,72.1,55.0
cactus,25.68,32.2,72.1,55.0
money_plant,49.13,32.3,72.2,55.0
snake_plant,41.66,32.3,72.2,55.0
cactus,25.8,32.3,72.2,55.0
money_plant,49.24,32.3,72.3,55.0
snake_plant,41.63,32.3,72.3,55.0
cactus,25.92,32.3,72.3,55.0
money_plant,49.13,32.2,72.3,55.0
snake_plant,41.53,32.2,72.3,55.0
cactus,26.16,32.2,72.3,55.0
money_plant,48.59,32.2,72.3,55.0
snake_plant,41.35,32.2,72.3,55.0
cactus,26.13,32.2,72.3,55.0
money_plant,48.77,32.2,72.4,55.0
snake_plant,41.69,32.2,72.4,55.0
cactus,26.28,32.2,72.4,55.0
money_plant,49.75,32.2,72.5,55.0
snake_plant,41.41,32.2,72.5,55.0
cactus,26.13,32.2,72.5,55.0
money_plant,48.41,32.2,72.4,55.0
snake_plant,41.47,32.2,72.4,55.0
money_plant,48.33,32.2,72.5,55.0
snake_plant,41.19,32.2,72.5,55.0
cactus,26.65,32.2,72.5,55.0
money_plant,47.88,32.3,72.6,55.0
snake_plant,41.16,32.3,72.6,55.0
cactus,26.71,32.3,72.6,55.0
money_plant,45.99,32.3,72.4,55.0
snake_plant,41.31,32.3,72.4,55.0
cactus,26.53,32.3,72.4,55.0
money_plant,47.76,32.3,72.3,55.0
snake_plant,41.19,32.3,72.3,55.0
cactus,26.62,32.3,72.3,55.0
money_plant,47.7,32.3,72.2,55.0
snake_plant,41.25,32.3,72.2,55.0
cactus,26.68,32.3,72.2,55.0
money_plant,47.47,32.3,72.0,55.0
snake_plant,41.44,32.3,72.0,55.0
cactus,26.77,32.3,72.0,55.0
money_plant,47.97,32.3,71.8,55.0
snake_plant,41.19,32.3,71.8,55.0
cactus,27.1,32.3,71.8,55.0
money_plant,47.11,32.3,71.8,55.0
snake_plant,41.0,32.3,71.8,55.0
cactus,27.01,32.3,71.8,55.0
money_plant,47.32,32.3,71.6,55.0
snake_plant,42.32,32.3,71.6,55.0
cactus,27.47,32.3,71.6,55.0
money_plant,46.93,32.3,71.6,55.0
snake_plant,41.03,32.3,71.6,55.0
cactus,27.77,32.3,71.6,55.0
money_plant,46.87,32.4,71.4,55.0
snake_plant,41.0,32.4,71.4,55.0
cactus,27.74,32.4,71.4,55.0
money_plant,46.81,32.3,71.3,55.0
snake_plant,40.81,32.3,71.3,55.0
cactus,27.59,32.3,71.3,55.0
money_plant,46.49,32.3,71.2,55.0
snake_plant,41.22,32.3,71.2,55.0
cactus,28.04,32.3,71.2,55.0
money_plant,46.46,32.4,71.0,55.0
snake_plant,41.03,32.4,71.0,55.0
cactus,28.07,32.4,71.0,55.0
money_plant,46.22,32.3,71.0,55.0
snake_plant,41.03,32.3,71.0,55.0
cactus,27.65,32.3,71.0,55.0
money_plant,46.04,32.3,71.1,55.0
snake_plant,40.81,32.3,71.1,55.0
cactus,27.98,32.3,71.1,55.0
money_plant,45.9,32.3,71.2,55.0
snake_plant,40.75,32.3,71.2,55.0
cactus,28.92,32.3,71.2,55.0
money_plant,46.1,32.3,71.0,55.0
snake_plant,40.94,32.3,71.0,55.0
cactus,28.53,32.3,71.0,55.0
money_plant,45.93,32.3,71.1,55.0
snake_plant,40.69,32.3,71.1,55.0
cactus,28.1,32.3,71.1,55.0
money_plant,45.54,32.3,71.1,55.0
snake_plant,40.53,32.3,71.1,55.0
cactus,27.83,32.3,71.1,55.0
money_plant,45.63,32.3,71.2,55.0
snake_plant,40.97,32.3,71.2,55.0
cactus,28.5,32.3,71.2,55.0
money_plant,45.51,32.3,71.3,55.0
snake_plant,40.53,32.3,71.3,55.0
cactus,28.04,32.3,71.3,55.0
money_plant,45.51,32.3,71.2,55.0
snake_plant,40.88,32.3,71.2,55.0
cactus,28.16,32.3,71.2,55.0
money_plant,44.86,32.3,71.2,55.0
snake_plant,40.59,32.3,71.2,55.0
cactus,29.14,32.3,71.2,55.0
money_plant,44.74,32.3,71.3,55.0
snake_plant,40.59,32.3,71.3,55.0
cactus,29.59,32.3,71.3,55.0
money_plant,44.71,32.3,71.8,54.17
snake_plant,40.53,32.3,71.8,54.17
cactus,29.44,32.3,71.8,54.17
money_plant,44.74,32.2,71.9,54.17
snake_plant,40.53,32.2,71.9,54.17
cactus,28.95,32.2,71.9,54.17
money_plant,27.29,30.8,75.3,56.67
snake_plant,14.49,30.8,75.3,56.67
cactus,48.01,30.8,75.3,56.67
money_plant,27.76,30.8,75.1,56.67
snake_plant,14.33,30.8,75.1,56.67
cactus,47.5,30.8,75.1,56.67
money_plant,26.96,30.7,75.2,56.67
snake_plant,14.33,30.7,75.2,56.67
cactus,47.04,30.7,75.2,56.67
money_plant,26.99,30.8,75.0,56.67
snake_plant,14.21,30.8,75.0,56.67
cactus,46.62,30.8,75.0,56.67
money_plant,26.73,30.7,75.1,56.67
snake_plant,13.8,30.7,75.1,56.67
cactus,46.62,30.7,75.1,56.67
money_plant,26.19,30.8,74.9,56.67
snake_plant,13.49,30.8,74.9,56.67
cactus,46.62,30.8,74.9,56.67
money_plant,26.34,30.8,75.0,56.67
snake_plant,13.49,30.8,75.0,56.67
money_plant,25.84,30.8,75.0,56.67
snake_plant,12.96,30.8,75.0,56.67
cactus,45.71,30.8,75.0,56.67
money_plant,25.72,30.8,74.8,57.5
snake_plant,13.58,30.8,74.8,57.5
cactus,45.83,30.8,74.8,57.5
money_plant,26.1,30.8,75.0,57.5
snake_plant,13.05,30.8,75.0,57.5
cactus,46.62,30.8,75.0,57.5
money_plant,25.84,30.8,75.0,57.5
snake_plant,13.27,30.8,75.0,57.5
cactus,45.68,30.8,75.0,57.5
money_plant,25.84,30.7,75.2,56.67
snake_plant,13.18,30.7,75.2,56.67
cactus,46.62,30.7,75.2,56.67
money_plant,25.75,30.8,75.1,56.67
snake_plant,12.52,30.8,75.1,56.67
cactus,46.62,30.8,75.1,56.67
money_plant,25.51,30.7,75.0,56.67
snake_plant,12.83,30.7,75.0,56.67
cactus,46.62,30.7,75.0,56.67
money_plant,25.75,30.8,74.9,56.67
snake_plant,12.9,30.8,74.9,56.67
cactus,45.43,30.8,74.9,56.67
money_plant,25.1,30.8,75.1,56.67
snake_plant,12.43,30.8,75.1,56.67
cactus,45.49,30.8,75.1,56.67
money_plant,25.19,30.8,74.8,56.67
snake_plant,12.43,30.8,74.8,56.67
cactus,45.83,30.8,74.8,56.67
money_plant,25.48,30.8,74.9,56.67
snake_plant,12.3,30.8,74.9,56.67
cactus,45.58,30.8,74.9,56.67
money_plant,24.98,30.8,74.9,56.67
snake_plant,12.18,30.8,74.9,56.67
cactus,45.8,30.8,74.9,56.67
money_plant,24.24,30.8,74.9,56.67
snake_plant,12.05,30.8,74.9,56.67
cactus,45.77,30.8,74.9,56.67
money_plant,27.61,30.8,74.7,56.67
snake_plant,12.3,30.8,74.7,56.67
cactus,45.83,30.8,74.7,56.67
money_plant,24.77,30.8,74.9,56.67
snake_plant,12.46,30.8,74.9,56.67
cactus,45.89,30.8,74.9,56.67
money_plant,25.01,30.8,74.7,56.67
snake_plant,12.52,30.8,74.7,56.67
cactus,46.62,30.8,74.7,56.67
money_plant,24.44,30.8,74.7,56.67
snake_plant,12.18,30.8,74.7,56.67
cactus,45.89,30.8,74.7,56.67
money_plant,24.09,30.9,74.6,55.0
snake_plant,11.58,30.9,74.6,55.0
cactus,46.62,30.9,74.6,55.0
money_plant,23.35,30.9,74.6,55.0
snake_plant,12.46,30.9,74.6,55.0
cactus,45.92,30.9,74.6,55.0
money_plant,24.44,30.9,74.9,55.0
snake_plant,11.46,30.9,74.9,55.0
cactus,46.62,30.9,74.9,55.0
money_plant,24.71,30.9,74.9,0.0
snake_plant,12.02,30.9,74.9,0.0
cactus,46.62,30.9,74.9,0.0
money_plant,24.3,30.9,74.6,0.0
snake_plant,11.49,30.9,74.6,0.0
cactus,46.62,30.9,74.6,0.0
money_plant,24.3,30.9,74.5,0.0
snake_plant,11.89,30.9,74.5,0.0
cactus,46.62,30.9,74.5,0.0
money_plant,24.12,30.9,74.6,0.0
snake_plant,11.11,30.9,74.6,0.0
money_plant,24.33,30.9,74.6,0.0
snake_plant,11.99,30.9,74.6,0.0
money_plant,24.0,30.9,74.6,0.0
snake_plant,10.95,30.9,74.6,0.0
money_plant,24.41,30.9,74.6,0.0
money_plant,24.15,30.8,74.7,0.0
snake_plant,11.46,30.8,74.7,0.0
cactus,46.62,30.8,74.7,0.0
money_plant,23.76,30.8,74.5,0.0
snake_plant,11.17,30.8,74.5,0.0
cactus,46.62,30.8,74.5,0.0
money_plant,23.7,30.8,74.6,0.0
snake_plant,11.27,30.8,74.6,0.0
cactus,47.25,30.8,74.6,0.0
money_plant,24.12,30.8,74.7,0.0
snake_plant,11.3,30.8,74.7,0.0
cactus,47.07,30.8,74.7,0.0
snake_plant,11.02,30.8,74.6,0.0
cactus,47.07,30.8,74.6,0.0
money_plant,23.82,30.8,74.5,0.0
snake_plant,10.7,30.8,74.5,0.0
cactus,47.25,30.8,74.5,0.0
money_plant,23.94,30.8,74.6,0.0
snake_plant,11.33,30.8,74.6,0.0
cactus,47.95,30.8,74.6,0.0
money_plant,23.73,30.8,74.7,0.0
snake_plant,10.89,30.8,74.7,0.0
cactus,48.16,30.8,74.7,0.0
money_plant,23.5,30.8,74.6,0.0
snake_plant,10.92,30.8,74.6,0.0
cactus,49.07,30.8,74.6,0.0
money_plant,24.36,30.7,74.7,0.0
snake_plant,10.8,30.7,74.7,0.0
cactus,49.1,30.7,74.7,0.0
money_plant,23.59,30.7,74.6,0.0
snake_plant,10.99,30.7,74.6,0.0
cactus,48.59,30.7,74.6,0.0
money_plant,20.71,30.7,74.7,0.0
snake_plant,11.3,30.7,74.7,0.0
cactus,48.32,30.7,74.7,0.0
money_plant,23.41,30.7,74.5,0.0
snake_plant,10.86,30.7,74.5,0.0
cactus,48.98,30.7,74.5,0.0
snake_plant,10.52,30.7,74.6,0.0
cactus,49.98,30.7,74.6,0.0
money_plant,23.41,30.7,74.4,0.0
snake_plant,10.49,30.7,74.4,0.0
cactus,49.1,30.7,74.4,0.0
money_plant,23.53,30.7,74.5,0.0
snake_plant,11.02,30.7,74.5,0.0
cactus,50.56,30.7,74.5,0.0
money_plant,24.06,30.7,74.6,0.0
snake_plant,10.77,30.7,74.6,0.0
cactus,49.44,30.7,74.6,0.0
money_plant,23.7,30.7,74.5,0.0
snake_plant,10.89,30.7,74.5,0.0
cactus,49.17,30.7,74.5,0.0
money_plant,23.29,30.7,74.6,0.0
cactus,49.04,30.7,74.6,0.0
money_plant,23.14,30.7,74.6,0.0
cactus,49.83,30.7,74.6,0.0
money_plant,24.15,30.7,74.5,0.0
snake_plant,10.8,30.7,74.5,0.0
cactus,49.41,30.7,74.5,0.0
money_plant,23.17,30.7,74.5,0.0
snake_plant,10.77,30.7,74.5,0.0
cactus,49.98,30.7,74.5,0.0
money_plant,23.02,30.7,74.5,0.0
snake_plant,10.52,30.7,74.5,0.0
cactus,50.2,30.7,74.5,0.0
money_plant,23.2,30.7,74.5,0.0
snake_plant,10.55,30.7,74.5,0.0
cactus,50.38,30.7,74.5,0.0
snake_plant,10.36,30.7,74.5,0.0
cactus,50.74,30.7,74.5,0.0
money_plant,23.11,30.7,74.4,0.0
snake_plant,10.89,30.7,74.4,0.0
cactus,52.05,30.7,74.4,0.0
money_plant,22.9,30.7,74.5,0.0
snake_plant,10.27,30.7,74.5,0.0
cactus,52.5,30.7,74.5,0.0
money_plant,23.2,30.7,74.6,0.0
snake_plant,11.08,30.7,74.6,0.0
cactus,52.44,30.7,74.6,0.0
money_plant,22.99,30.7,74.4,0.0
snake_plant,10.52,30.7,74.4,0.0
cactus,52.38,30.7,74.4,0.0
money_plant,22.87,30.6,74.4,0.0
snake_plant,10.58,30.6,74.4,0.0
cactus,52.35,30.6,74.4,0.0
money_plant,22.9,30.6,74.4,0.0
snake_plant,9.8,30.6,74.4,0.0
cactus,52.08,30.6,74.4,0.0
money_plant,22.76,30.7,74.4,0.0
cactus,51.9,30.7,74.4,0.0
money_plant,23.23,30.6,74.5,0.0
snake_plant,10.58,30.6,74.5,0.0
cactus,51.93,30.6,74.5,0.0
money_plant,22.96,30.6,74.4,0.0
snake_plant,10.49,30.6,74.4,0.0
cactus,51.53,30.6,74.4,0.0
money_plant,23.05,30.6,74.5,0.0
snake_plant,10.49,30.6,74.5,0.0
cactus,51.2,30.6,74.5,0.0
money_plant,22.81,30.6,74.5,0.0
snake_plant,10.39,30.6,74.5,0.0
cactus,50.93,30.6,74.5,0.0
money_plant,22.73,30.6,74.4,0.0
snake_plant,10.3,30.6,74.4,0.0
cactus,51.14,30.6,74.4,0.0
money_plant,23.2,30.6,74.5,0.0
cactus,51.29,30.6,74.5,0.0
snake_plant,9.58,30.6,74.4,0.0
cactus,51.23,30.6,74.4,0.0
money_plant,23.02,30.6,74.5,0.0
snake_plant,10.23,30.6,74.5,0.0
cactus,51.81,30.6,74.5,0.0
money_plant,22.79,30.6,74.3,0.0
snake_plant,10.39,30.6,74.3,0.0
cactus,51.71,30.6,74.3,0.0
money_plant,23.2,30.6,74.4,0.0
snake_plant,10.55,30.6,74.4,0.0
cactus,51.59,30.6,74.4,0.0
money_plant,22.76,30.6,74.4,0.0
snake_plant,10.14,30.6,74.4,0.0
cactus,51.71,30.6,74.4,0.0
money_plant,22.64,30.6,74.2,0.0
snake_plant,10.49,30.6,74.2,0.0
cactus,51.38,30.6,74.2,0.0
money_plant,22.84,30.6,74.4,0.0
snake_plant,10.27,30.6,74.4,0.0
cactus,51.5,30.6,74.4,0.0
money_plant,22.64,30.6,74.4,0.0
snake_plant,10.2,30.6,74.4,0.0
cactus,51.26,30.6,74.4,0.0
money_plant,22.81,30.5,74.3,0.0
snake_plant,10.27,30.5,74.3,0.0
cactus,50.99,30.5,74.3,0.0
money_plant,22.43,30.5,74.4,0.0
snake_plant,9.89,30.5,74.4,0.0
cactus,50.96,30.5,74.4,0.0
money_plant,22.99,30.5,74.4,0.0
snake_plant,10.14,30.5,74.4,0.0
cactus,50.74,30.5,74.4,0.0
money_plant,22.73,30.5,74.2,0.0
snake_plant,10.02,30.5,74.2,0.0
cactus,50.93,30.5,74.2,0.0
money_plant,22.52,30.5,74.1,0.0
snake_plant,9.86,30.5,74.1,0.0
cactus,51.29,30.5,74.1,0.0
money_plant,22.4,30.5,74.4,0.0
snake_plant,9.55,30.5,74.4,0.0
cactus,51.9,30.5,74.4,0.0
money_plant,22.4,30.5,74.3,0.0
snake_plant,9.8,30.5,74.3,0.0
cactus,51.62,30.5,74.3,0.0
money_plant,22.67,30.5,74.2,0.0
snake_plant,9.64,30.5,74.2,0.0
cactus,51.87,30.5,74.2,0.0
money_plant,22.4,30.5,74.2,0.0
snake_plant,8.45,30.5,74.2,0.0
cactus,51.81,30.5,74.2,0.0
money_plant,22.7,30.5,74.3,0.0
snake_plant,9.45,30.5,74.3,0.0
cactus,51.26,30.5,74.3,0.0
money_plant,22.25,30.5,74.4,0.0
snake_plant,9.48,30.5,74.4,0.0
cactus,51.38,30.5,74.4,0.0
money_plant,22.58,30.5,74.2,0.0
snake_plant,9.51,30.5,74.2,0.0
cactus,50.99,30.5,74.2,0.0
money_plant,22.55,30.5,74.2,0.0
snake_plant,9.23,30.5,74.2,0.0
cactus,51.11,30.5,74.2,0.0
money_plant,22.31,30.5,74.2,0.0
snake_plant,9.45,30.5,74.2,0.0
cactus,50.41,30.5,74.2,0.0
snake_plant,9.48,30.5,74.2,0.0
cactus,50.2,30.5,74.2,0.0
money_plant,23.35,30.5,74.2,0.0
snake_plant,9.55,30.5,74.2,0.0
cactus,50.08,30.5,74.2,0.0
money_plant,22.25,30.5,74.2,0.0
snake_plant,9.42,30.5,74.2,0.0
cactus,51.62,30.5,74.2,0.0
money_plant,22.13,30.5,74.3,0.0
snake_plant,8.79,30.5,74.3,0.0
cactus,50.47,30.5,74.3,0.0
money_plant,22.19,30.5,74.2,0.0
snake_plant,8.64,30.5,74.2,0.0
cactus,49.98,30.5,74.2,0.0
snake_plant,9.01,30.5,74.2,0.0
cactus,49.8,30.5,74.2,0.0
money_plant,22.07,30.5,74.2,0.0
snake_plant,8.95,30.5,74.2,0.0
cactus,49.77,30.5,74.2,0.0
snake_plant,9.26,30.5,74.2,0.0
cactus,49.95,30.5,74.2,0.0
money_plant,22.25,30.5,74.3,0.0
snake_plant,9.26,30.5,74.3,0.0
cactus,49.86,30.5,74.3,0.0
money_plant,22.43,30.5,74.1,0.0
snake_plant,9.48,30.5,74.1,0.0
cactus,50.02,30.5,74.1,0.0
snake_plant,8.98,30.5,74.2,0.0
cactus,51.38,30.5,74.2,0.0
money_plant,22.4,30.5,74.1,0.0
snake_plant,9.2,30.5,74.1,0.0
cactus,49.98,30.5,74.1,0.0
money_plant,22.1,30.4,74.2,0.0
snake_plant,9.42,30.4,74.2,0.0
cactus,49.98,30.4,74.2,0.0
money_plant,22.34,30.5,74.1,0.0
snake_plant,9.61,30.5,74.1,0.0
money_plant,22.19,30.5,74.1,0.0
snake_plant,8.89,30.5,74.1,0.0
cactus,49.95,30.5,74.1,0.0
money_plant,22.19,30.5,74.0,0.0
snake_plant,8.98,30.5,74.0,0.0
cactus,49.83,30.5,74.0,0.0
money_plant,22.22,30.5,74.1,0.0
snake_plant,9.08,30.5,74.1,0.0
cactus,50.29,30.5,74.1,0.0
money_plant,22.25,30.4,74.2,0.0
snake_plant,9.08,30.4,74.2,0.0
money_plant,20.56,30.5,74.1,0.0
snake_plant,8.42,30.5,74.1,0.0
cactus,50.14,30.5,74.1,0.0
money_plant,21.63,30.5,74.2,0.0
snake_plant,8.48,30.5,74.2,0.0
cactus,50.05,30.5,74.2,0.0
money_plant,22.07,30.4,74.1,0.0
snake_plant,8.48,30.4,74.1,0.0
cactus,50.14,30.4,74.1,0.0
money_plant,22.1,30.4,74.0,0.0
snake_plant,8.95,30.4,74.0,0.0
cactus,50.26,30.4,74.0,0.0
money_plant,22.16,30.4,74.1,0.0
snake_plant,9.05,30.4,74.1,0.0
cactus,50.2,30.4,74.1,0.0
money_plant,21.99,30.5,74.1,0.0
snake_plant,8.54,30.5,74.1,0.0
cactus,50.2,30.5,74.1,0.0
money_plant,22.19,30.5,73.9,0.0
snake_plant,8.98,30.5,73.9,0.0
cactus,50.26,30.5,73.9,0.0
snake_plant,8.76,30.5,74.2,0.0
cactus,50.26,30.5,74.2,0.0
money_plant,21.93,30.4,74.0,0.0
snake_plant,8.48,30.4,74.0,0.0
cactus,50.38,30.4,74.0,0.0
money_plant,21.84,30.4,74.1,0.0
snake_plant,8.64,30.4,74.1,0.0
cactus,50.29,30.4,74.1,0.0
snake_plant,8.45,30.4,74.2,0.0
cactus,50.17,30.4,74.2,0.0
snake_plant,8.54,30.4,74.1,0.0
cactus,50.11,30.4,74.1,0.0
cactus,50.26,30.4,74.1,0.0
money_plant,21.96,30.4,74.1,0.0
snake_plant,8.83,30.4,74.1,0.0
cactus,50.17,30.4,74.1,0.0
money_plant,21.78,30.4,74.1,0.0
snake_plant,8.76,30.4,74.1,0.0
cactus,49.95,30.4,74.1,0.0
cactus,50.17,30.4,74.0,0.0
money_plant,21.81,30.4,73.9,0.0
snake_plant,8.45,30.4,73.9,0.0
cactus,50.14,30.4,73.9,0.0
money_plant,22.04,30.4,73.9,0.0
snake_plant,8.7,30.4,73.9,0.0
cactus,49.98,30.4,73.9,0.0
money_plant,21.93,30.4,74.1,0.0
snake_plant,8.42,30.4,74.1,0.0
cactus,49.98,30.4,74.1,0.0
money_plant,21.75,30.4,74.2,0.0
snake_plant,10.58,30.4,74.2,0.0
cactus,50.02,30.4,74.2,0.0
money_plant,21.9,30.4,74.1,0.0
snake_plant,7.95,30.4,74.1,0.0
money_plant,21.81,30.4,74.1,0.0
snake_plant,8.58,30.4,74.1,0.0
money_plant,18.67,30.5,74.0,0.0
snake_plant,8.42,30.5,74.0,0.0
cactus,50.5,30.5,74.0,0.0
cactus,50.44,30.4,74.1,0.0
money_plant,21.75,30.4,74.1,0.0
cactus,51.08,30.4,74.1,0.0
snake_plant,5.45,30.4,74.1,0.0
cactus,50.02,30.4,74.1,0.0
money_plant,21.84,30.4,74.0,0.0
cactus,49.8,30.4,74.0,0.0
money_plant,21.99,30.4,74.0,0.0
cactus,49.32,30.4,74.0,0.0
money_plant,21.3,30.4,74.0,0.0
snake_plant,7.76,30.4,74.0,0.0
cactus,49.38,30.4,74.0,0.0
money_plant,21.54,30.4,74.1,0.0
cactus,50.9,30.4,74.1,0.0
money_plant,21.6,30.4,74.0,0.0
snake_plant,8.29,30.4,74.0,0.0
cactus,50.99,30.4,74.0,0.0
snake_plant,8.14,30.4,74.1,0.0
cactus,50.96,30.4,74.1,0.0
money_plant,21.33,30.4,74.1,0.0
snake_plant,8.26,30.4,74.1,0.0
money_plant,21.36,30.3,73.9,0.0
snake_plant,8.39,30.3,73.9,0.0
cactus,50.93,30.3,73.9,0.0
money_plant,21.63,30.3,74.1,0.0
snake_plant,8.17,30.3,74.1,0.0
cactus,50.68,30.3,74.1,0.0
money_plant,21.81,30.3,74.0,0.0
snake_plant,8.48,30.3,74.0,0.0
cactus,49.98,30.3,74.0,0.0
money_plant,21.3,30.3,74.2,0.0
snake_plant,15.49,30.3,74.2,0.0
cactus,49.56,30.3,74.2,0.0
money_plant,21.24,30.3,74.1,0.0
snake_plant,8.01,30.3,74.1,0.0
cactus,49.32,30.3,74.1,0.0
money_plant,21.3,30.3,74.1,0.0
snake_plant,7.98,30.3,74.1,0.0
cactus,49.5,30.3,74.1,0.0
money_plant,22.04,30.3,74.0,0.0
snake_plant,8.36,30.3,74.0,0.0
cactus,49.04,30.3,74.0,0.0
money_plant,22.07,30.3,74.1,0.0
snake_plant,8.14,30.3,74.1,0.0
cactus,50.08,30.3,74.1,0.0
money_plant,21.39,30.2,74.1,0.0
snake_plant,8.51,30.2,74.1,0.0
cactus,49.47,30.2,74.1,0.0
money_plant,21.87,30.2,74.1,0.0
snake_plant,7.76,30.2,74.1,0.0
cactus,49.07,30.2,74.1,0.0
money_plant,21.45,30.2,74.1,0.0
snake_plant,8.01,30.2,74.1,0.0
cactus,49.01,30.2,74.1,0.0
money_plant,18.4,30.3,74.1,0.0
snake_plant,7.92,30.3,74.1,0.0
cactus,49.01,30.3,74.1,0.0
money_plant,21.48,30.2,74.0,0.0
snake_plant,7.82,30.2,74.0,0.0
cactus,49.2,30.2,74.0,0.0
money_plant,21.63,30.2,74.3,0.0
snake_plant,7.54,30.2,74.3,0.0
cactus,49.07,30.2,74.3,0.0
money_plant,17.78,30.2,74.2,0.0
snake_plant,8.51,30.2,74.2,0.0
cactus,48.47,30.2,74.2,0.0
money_plant,21.57,30.2,74.1,0.0
snake_plant,7.7,30.2,74.1,0.0
cactus,48.56,30.2,74.1,0.0
money_plant,21.78,30.2,74.2,0.0
snake_plant,6.92,30.2,74.2,0.0
cactus,48.8,30.2,74.2,0.0
money_plant,21.36,30.1,74.2,0.0
snake_plant,7.48,30.1,74.2,0.0
cactus,48.83,30.1,74.2,0.0
money_plant,21.24,30.1,74.1,0.0
snake_plant,8.14,30.1,74.1,0.0
cactus,49.32,30.1,74.1,0.0
money_plant,21.27,30.1,74.2,0.0
snake_plant,7.76,30.1,74.2,0.0
cactus,49.35,30.1,74.2,0.0
money_plant,21.21,30.1,74.2,0.0
cactus,49.07,30.1,74.2,0.0
money_plant,21.3,30.1,74.2,0.0
snake_plant,7.04,30.1,74.2,0.0
cactus,49.01,30.1,74.2,0.0
money_plant,21.57,30.1,74.2,0.0
snake_plant,9.45,30.1,74.2,0.0
money_plant,21.84,30.1,74.2,0.0
snake_plant,7.92,30.1,74.2,0.0
cactus,48.92,30.1,74.2,0.0
money_plant,21.33,30.1,74.1,0.0
snake_plant,8.01,30.1,74.1,0.0
cactus,49.04,30.1,74.1,0.0
money_plant,21.27,30.1,74.1,0.0
snake_plant,7.64,30.1,74.1,0.0
cactus,48.71,30.1,74.1,0.0
snake_plant,7.42,30.1,74.2,0.0
cactus,49.14,30.1,74.2,0.0
money_plant,21.27,30.1,74.3,0.0
snake_plant,7.48,30.1,74.3,0.0
cactus,49.32,30.1,74.3,0.0
snake_plant,7.45,30.1,74.2,0.0
cactus,49.41,30.1,74.2,0.0
money_plant,21.1,30.1,74.1,0.0
snake_plant,7.61,30.1,74.1,0.0
cactus,49.07,30.1,74.1,0.0
snake_plant,7.82,30.1,74.2,0.0
money_plant,21.33,30.1,73.9,0.0
snake_plant,7.14,30.1,73.9,0.0
cactus,49.23,30.1,73.9,0.0
money_plant,21.96,30.1,74.0,0.0
snake_plant,7.64,30.1,74.0,0.0
cactus,48.89,30.1,74.0,0.0
money_plant,21.45,30.1,74.1,0.0
snake_plant,7.48,30.1,74.1,0.0
cactus,48.65,30.1,74.1,0.0
money_plant,21.39,30.1,74.1,0.0
snake_plant,7.7,30.1,74.1,0.0
cactus,51.62,30.1,74.1,0.0
snake_plant,7.79,30.2,74.1,0.0
cactus,48.38,30.2,74.1,0.0
money_plant,21.16,30.2,74.0,0.0
snake_plant,7.42,30.2,74.0,0.0
cactus,48.38,30.2,74.0,0.0
money_plant,21.36,30.2,74.0,0.0
